warehouse_name,sku_id,order_date,min,max,mean,std,price_diff
India,14d9144,2023-09-17,618.0,1206.0,1010.0,339.4819582835,588.0
India,14d9144,2023-11-22,618.0,1200.0,784.2857142857143,283.98692122802316,582.0
India,1524773,2023-11-22,202.2,595.4399999999999,452.4436363636363,198.39940278502488,393.23999999999995
India,1564a01,2022-10-13,302.76,2376.96,1339.8600000000001,1466.6808855371369,2074.2
India,1564a01,2023-09-04,304.44,2391.36,826.1700000000001,1043.46,2086.92
India,1564a01,2023-09-05,304.44,2391.36,1347.9,1475.6752837938297,2086.92
India,1564a01,2023-09-06,304.44,2391.36,1000.08,1204.8838237772138,2086.92
India,1564a01,2023-11-30,304.32,2390.4,1347.3600000000001,1475.0813140976331,2086.08
India,15a2174,2023-10-20,417.29999999999995,417.3,417.29999999999995,0.0,5.684341886080802e-14
India,15ec20e,2022-11-03,492.0,960.0,726.0,330.92597359530424,468.0
India,15ec20e,2022-11-05,477.12,936.0,783.04,264.9344915257355,458.88
India,15ec20e,2022-11-09,477.12,936.0,591.84,229.44,458.88
India,15ec20e,2022-11-11,477.12,936.0,752.448,251.33892718797065,458.88
India,15ec20e,2022-11-12,477.12,936.0,660.672,251.33892718797063,458.88
India,15f1d08,2023-09-24,369.52,730.88,670.6533333333333,147.52460224202147,361.36
India,15f1d08,2023-09-29,369.52,730.88,550.2,255.52010644957087,361.36
India,15f1d08,2023-10-20,369.52,730.88,550.2,255.52010644957087,361.36
India,15f1d08,2023-10-28,274.08,730.88,502.48,323.0063776460149,456.8
India,15f1d08,2023-11-16,369.52,730.88,550.2,255.52010644957087,361.36
India,15f1d08,2023-11-22,369.52,730.88,550.2,255.52010644957087,361.36
India,16292cf,2023-10-20,446.1,875.8799999999999,660.99,303.9003524183543,429.77999999999986
India,163505f,2022-09-28,847.65,4990.8,2919.225,2929.649460473044,4143.150000000001
India,163505f,2022-10-03,847.65,4990.8,1883.4375,2071.575,4143.150000000001
India,163505f,2022-10-07,847.65,4990.8,2919.225,2269.296714127529,4143.150000000001
